name,address,phone,type,email,lat,lon,method,score,confidence,match_method,money
"Детский сад ""Dameli MK""","мкр. Жетысу-3, 59","87771017728, 87273098878",детский сад,Medeo.1@mail.ru,43.2203664,76.8421862,,,low,clean_retry,yes
"Детский сад ""ДОЦ-Керемет""","мкр. Мамыр-4, 72","87017997739, 87273816328",детский сад,keremet_kz@mail.ru,43.2171386,76.8506526,,,low,clean_retry,yes
"Детский сад ""Дияр""","ул. Акжунис, 9а","87762602183, 87762602183",детский сад,diana83_kz@mail.ru,43.2173846,76.8347166,nominatim_dedup,0.8148148148148148,high,,yes
"Детский сад ""СТУПЕНЬКИ""","мкр. Аксай-2, 70А","87019262111, 87272688723",детский сад,stupenki75@mail.ru,43.2359385,76.8376974,nominatim_dedup,0.7567567567567568,low,,yes
"Детский сад ""СӘТТІЛІК & БОЛАШАҚ""","мкр. Мамыр 3, 3А","87077916031, 87272551632",детский сад,aset97@mail.ru,43.212778,76.852561,yandex_dedup,,low,clean_retry,yes
"Детский сад ""АЛИМ""","мкр. 2, 7А","87078800293, 87272771385",детский сад,detsadalim@mail.ru,43.2335731,76.8557538,nominatim_dedup,0.875,high,,yes
"Детский сад ""Қонжықтар""","ул. Римова, 11","87071115508, 87071115508",детский сад,alia_konaev@mail.ru,43.28566,76.852624,yandex,0.7222222222222222,low,,yes
"Детский сад ""Айналайын""","ул. Мырзагалиева, 44","87771501570, 87272397778",детский сад,detsad.2005@mail.ru,43.1998561,76.8599223,nominatim,,medium,,yes
"Детский сад ""РАДУГА-Land""","ул. Тохтарова, 6","87077022092, 87077022092",детский сад,raduga.land@mail.ru,43.1986005,76.851742,nominatim,,medium,,yes
"Детский сад ""Бэйби-Ленд""","ул. Ыкылас, 26/1","87775698107, 87272472575",детский сад,madishak@inbox.ru,43.1991894,76.8657863,nominatim_dedup,0.7368421052631579,low,,yes
"Мини-центр ""Айнур-86""","мкр. Жетысу 2, 2А","87074655773, 87272265271",дошкольный мини-центр,lunasolnse91@mail.ru,43.2244013,76.8416093,,,low,clean_retry,yes
"Детский сад ""ЕЛАМАН""""","мкр. Баянаул, 56","87017370563, 87273979353",детский сад,zaikasadik@bk.ru,43.23835,76.8210543,nominatim_dedup,0.7647058823529411,low,,yes
"Детский сад ""Сакобай""","ул. Трудовая, 58","87784385704, 87273818435",детский сад,Julds@mail.ru,43.2316581,76.8232192,nominatim_dedup,0.8571428571428571,high,,yes
"Детский сад "" ТОЦ Өнер ""","ул. Мухамеджанова, 42","87476304202, 87272391319",детский сад,orynbassarova_93@mail.ru,43.2702267,76.9629318,nominatim_dedup,0.7368421052631579,low,,yes
"Мини-центр ""Үкілі Үміт""","мкр. 3, 9А","87077357589, 87472735664",дошкольный мини-центр,ukili_umit@mail.ru,43.213627,76.8540027,,,low,clean_retry,yes
"Детский сад ""Садок ltd""","мкр. Алмас, 172","87017809396, 87017809396",детский сад,son_ekaterina@mail.ru,43.205044,76.842446,yandex_dedup,0.7567567567567568,low,,yes
"Мини-центр ""АйДиНур""","мкр. Мамыр 4, 156","87471770666, 87471770666",дошкольный мини-центр,bkulambaeva@mail.ru,43.216063,76.849866,yandex_dedup,,low,clean_retry,yes
"Детский сад ""Алтын Алма""","мкр. Атамекен, 192","87071295988, 87272556171",детский сад,vip.altynalma@mail.ru,43.2069325,76.8505911,,,low,clean_retry,yes
Детский сад «Kids Club – Детский клуб»,"Территория СТ Ветеран, 5","87012113305, 87012113305",детский сад,info@kids-club.kz,43.227149,76.835453,,,low,,yes
"Детский сад ""Мир детства 1""","мкр. Баянаул, 40","87077558888, 87077558888",детский сад,temirbek.raushan@mail.ru,43.2397038,76.8193955,,,low,clean_retry,yes
"Детский сад ""ДИАР""","2-й мкр., 40Г","87473399737, 87272553522",детский сад,marina_73t@mail.ru,43.2360414,76.8588072,nominatim_dedup,0.8148148148148148,high,,yes
"Детский сад ""Айсәт""","ул. Әнет баба, 37","87789442028, 87272272331",детский сад,kenesbaevam@list.ru,43.232966,76.815156,yandex,0.7878787878787878,low,,yes
"Детский сад ""Мир Детства""","ул. Цветочная, 1/4","87772829292, 87272931488",детский сад,botagoz@mir-detstva.kz,43.2079785,76.8528472,nominatim,,medium,,yes
"Детский сад ""Родничок-4""","ул. Набережная, 43","87029042224, 87272450379",детский сад,Sadik-rodnichok4@mail.ru,43.3360178,76.9966775,nominatim,,medium,,yes
"Детский сад ""Жан -Дария""","ул. Акшагыл, 23","87472707593, 87472707593",детский сад,dariya.abdibek.14@bk.ru,43.318746,76.843479,yandex,0.7567567567567568,low,,yes
"Детский сад ""Алтын Болашақ""","ул. Фаризы Онгарсыновой, 106","87021359825, 87075931808",детский сад,rano.r@mail.ru,43.25944,76.801936,nominatim,,medium,,yes
"Образовательный центр ""Алладин""","ул. Кокшокы, 6а","87075858918, 87075858918",детский сад,Alladin.sadik@mail.ru,43.1205448,76.9098246,nominatim_dedup,0.7586206896551724,low,,yes
"Детский сад ""Адилек""","ул. Аханова, 58","87073511656, 87073511656",ясли-сад,detsad_adilek2017@mail.ru,43.2682063,76.8249652,nominatim_dedup,0.8235294117647058,high,,yes
"Детский сад ""Қошақан""","ул. Наурызбаева, 35","87071056113, 87071056113",детский сад,koshakan_2018@mail.ru,43.2488364,76.8113805,nominatim_dedup,0.7647058823529411,low,,yes
"Детский сад ""Ботақан""","ул. Центральная, 70/1","87001250695, 87001250695",детский сад,xalykbergen@mail.ru,43.3234372,76.8487054,nominatim_dedup,0.7428571428571429,low,,yes
"Детский ясли-сад ""Қонжық""","ул. Доспанова, 13","87054340944, 87072340944",детский сад,detsadkonzhyk@mail.ru,43.246596,76.816742,,,low,,yes
"Детский сад ""HappyLand""","ул. Степная, 11А","87079969216, 87079969216",детский сад,a.zhakebayeva@mail.ru,43.2953547,76.8874669,nominatim,,medium,,yes
"Детский сад ""Ақсұнқар""","ул. Игілік, 11","87074449431, 87074449431",детский сад,erkemai4ik@mail.ru,43.316962,76.84277,yandex,0.7222222222222222,low,,yes
"Детский сад ""Тоғжан даму""","ул. Жети Казына, 13","87072264129, 87273164700",детский сад,Togzhand@mail.ru,43.24597,76.792941,,,low,,yes
"Мини-центр ""СОЛНЫШКО""","ул. Жағалтай, 8/1","87784617967, 87784617967",дошкольный мини-центр,baia-daria@mail.ru,43.2476122,76.7915726,nominatim,,medium,,yes
"Детский сад ""Алпамыс 2010""","ул. Ерменсай, 9/1","87475571233, 87272471339",детский сад,akma_10.07@mail.ru,43.3031125,76.8825775,nominatim,,medium,,yes
"Детский сад ""Ертарғын""","ул. Арқалық, 19/6","87077040861, 87077040861",детский сад,lsalykzhan@mail.ru,43.31672,76.84047,yandex,0.7692307692307693,low,,yes
"Детский сад ""Хан-Тәңірі-7""","ул. Василия Бенберина, 38/1","87022300000, 87022300000",детский сад,madik149@mail.ru,43.274073,76.845019,,0.7368421052631579,low,,yes
"Детский сад ""Жеті Бата""","ул. Чойбалсана, 7","87773533655, 87273811281",детский сад,medeuova_asel@mail.ru,43.2618724,76.8456722,nominatim_dedup,0.7222222222222222,low,,yes
"Мини-центр ""Акимбекова""","ул. Аркалык, 19/1","87028949469, 87028949469",дошкольный мини-центр,Akimbekova08@mail.ru,43.3168923,76.8408572,,,low,clean_retry,yes
"Детский сад ""Бексұлтан 7""","ул. Кокжайлау, 7","87027308024, 87027308024",детский сад,beksultan-7_2017@mail.ru,43.298226,76.880158,yandex,0.7619047619047619,low,,yes
"Детский сад ""Үкі""","ул. Жалантос Бахадур, 47","87756122988, 87273953515",детский сад,dana_74@mail.ru,43.2835008,76.8469555,nominatim_dedup,0.9166666666666666,high,,yes
"Детский сад ""Балауса""","ул. Ахметова, 30","87472286601, 87273860500",детский сад,nurbekov02@mail.ru,43.3516367,77.0048995,nominatim_dedup,0.8,low,,yes
"Детский сад ""Роза""","ул. Аубакирова, 118","87773533655, 87272459772",детский сад,roza.ds@mail.ru,43.2794947,76.8455211,nominatim_dedup,0.8571428571428571,high,,yes
"Детский сад ""Алдияр""","мкр. Туркестан, 77","87015999888, 87015999888",балабақша,zhanna-nurlan@mail.ru,43.209632,76.604814,,,low,clean_retry,yes
Детский сад «КinderVille»,"ул. Жеруйык, 18","87776801591, 87714577885",детский сад,kinderville.detsad@gmail.com,43.2745196,76.8360689,nominatim,,medium,,yes
"Детский сад ""Нұр-Сәт1""","ул. Абылай хан, 10","87074813682, 87772657440",детский сад,anara-kaira@mail.ru,43.271759,76.939797,yandex,0.7567567567567568,low,,yes
"Детский сад ""Baby Center""","ул. Талдыарал, 3","87756515569, 87471147348",детский сад,milena_22_11@mail.ru,43.2464067,76.8253808,nominatim,,medium,,yes
"Детский-сад ""Аяла""","ул. Аркалык, 52А","87028949469, 87028949469",детский сад,Akimbekova08@mail.ru,43.320642,76.84144,yandex,0.8148148148148148,high,,yes
"Детский сад ""Аян-Ай""","ул. Жидели, 42","87014060931, 87014060931",детский сад,aian_ai@mail.ru,43.2959022,76.8541557,nominatim_dedup,0.7647058823529411,low,,yes
"Детский сад ""Мерей компани""","ул. Текес, 67","87014044424, 87014044424",детский сад,tursunbekova_81@mail.ru,43.28547,76.840524,yandex_dedup,0.7727272727272727,low,,yes
"Детский сад ""БАҚЫТ АРАЛШЫҚ - ОСТРОВОК СЧАСТЬЯ""","ул. Молодежная, 91","87018880345, 87029580105",детский сад,8478111@gmail.com,43.3284664,76.9085469,nominatim,,medium,,yes
"Мини-центр ""Баурай""","ул. Өтемісұлы, 111","87070043587, 87070043587",дошкольный мини-центр,bauray.bauray@mail.ru,43.2936805,76.8632828,nominatim,,medium,,yes
"ТОО ""Нұр-Раян-1""","ул. Ахметова, 38","87473293265, 87016377292",детский сад,nkaynbaeva@mail.ru,43.3534877,77.0046111,nominatim,,medium,,yes
"Детский сад ""Молдир-2""","ул. Жанкожа батыр, 73","87057790007, 87051581321",детский сад,too_moldir88@mail.ru,43.289821,76.85019,yandex,0.7567567567567568,low,,yes
"Детский сад ""С. Ақерке""","ул. Еспаева, 80/1","87714891615, 87021009929",детский сад,akerke.c@mail.ru,43.2558467,76.8273905,nominatim_dedup,0.7777777777777778,low,,yes
"ТОО ""Ниет 7""","ул. Аханова, 4/6","87026662876, 87026662876",дошкольный мини-центр,makpal_149@mail.ru,43.2608118,76.8240475,nominatim,,medium,,yes
"Детский сад ""Шаңырақ"" (филиал)","ул. Отемисулы, 161Б","87473317041, 87029742378",детский сад,sadik660101@mail.ru,43.3046785,76.8630231,nominatim,,medium,,yes
"Детский сад ""Ай-Күн"" (филиал)","мкр. Нуркент, 5/26","87027465555, 87075388010",детский сад,nur70.00@mail.ru,43.2537265,76.8203776,,,low,clean_retry,yes
"Детский сад ""Ерке""","ул. Ахметова, 57","87072213140, 87072213140",детский сад,kymbat.khamitova.2020@bk.ru,43.3146073,76.8804432,nominatim_dedup,0.8571428571428571,high,,yes
"Мини-центр ""Kindergarten Montessori""","ул. Уркер, 19/105","87017060082, 87017060082",дошкольный мини-центр,dakot88@mail.ru,43.2685737,76.8355319,nominatim,,medium,,yes
"ТОО ""Күн Шуақ2""","мкр. Шанырак, 68","87079858487, 87079858487",дошкольный мини-центр,eaika1987@mail.ru,43.3046179,76.8412029,,,low,clean_retry,yes
"Детский сад ""БАҚЫТТЫ BABY""","мкр. Мадениет, 238","87078162204, 87474115393",детский сад,bayttybaby@mail.ru,43.3409772,76.8140696,,,low,clean_retry,yes
"Детский сад ""Биғайша""","ул. Бекболата, 29/1","87028000999, 87273840054",детский сад,sadik.bigajsha@bk.ru,43.3136004,76.8881894,nominatim_dedup,0.8,low,,yes
"Детский сад ""Жан бөпе""","ул. Еспаев, 80","87074347902, 87074347902",детский сад,too.janbope@mail.ru,43.2558412,76.827675,nominatim_dedup,0.7777777777777778,low,,yes
"Детский сад ""БАЛ ДАУРЕН ШАК""","ул. Ақбұлақ, 35а","87071754901, 87272758583",детский сад,shattyk290486@mail.ru,43.2584727,76.8313821,,,low,clean_retry,yes
"Детский сад ""ERKETAI-2""","ул. Талбесик, 32","87077207555, 87272450701",детский сад,det_sad_erketai@mail.ru,43.2856348,76.8791017,nominatim_dedup,0.7368421052631579,low,,yes
"Мини-центр ""Акбота К.Н.""","ул. Бабыр, 4","87783677220, 87783677220",дошкольный мини-центр,too_akbota2017@mail.ru,43.292696,76.862437,,,low,,yes
"Детский сад ""Балдырган""","ул. Жалайыри, 8/1","87478364439, 87478064439",детский сад,kalykulova1991@gmail.com,43.2991808,76.8711926,nominatim,,medium,,yes
"Детский сад ""Aisad Company""","ул. Еспаева, 73","87075415418, 87272707800",детский сад,aisad.kindergarden@gmail.com,43.2530244,76.8292397,nominatim,,medium,,yes
"Детский сад ""ИБОСИК""","ул. Байтенова, 102","87471183499, 87273938286",детский сад,sadvakacova_@mail.ru,43.2681943,76.8365998,nominatim_dedup,0.7647058823529411,low,,yes
"Детский сад ""Арша""","ул. Тауелсиздик, 1","87755165436, 87755165436",детский сад,Arsha77777@mail.ru,43.217347,76.7540962,nominatim_dedup,0.8148148148148148,high,,yes
"Детский сад ""Арман""","мкр. Мадениет, 288/30","87473882860, 87071025420",детский сад,arman.bb.18@mail.ru,43.337703,76.81359,dedup_failed,0.7878787878787878,low,,yes
"Детский сад ""Ашамай""","ул. Ушкын, 17","87078028876, 87272976362",детский сад,zhexembekova1962@mail.ru,43.2678181,76.843307,nominatim_dedup,0.7647058823529411,low,,yes
"Детский сад ""Erketai""","ул. Талбесик, 65","87077207555, 87272450701",детский сад,det_sad_erketai@mail.ru,43.2855364,76.8795415,nominatim_dedup,0.7333333333333333,low,,yes
"ТОО ""Шалқар Алматы Бөбекжай Балабақшасы""","ул. Памирская, 7","87756726633, 87273017633",ясли-сад,saulgul@mail.ru,43.2631258,76.8845401,nominatim,,medium,,yes
Детский сад «Ақбота К»,"ул. Фаризы Онгарсыновой, 78","87054642345, 87273079291",детский сад,Akbota.K.bb@bk.ru,43.2631307,76.8016431,nominatim_dedup,0.7777777777777778,low,,yes
"Детский сад ""Кун Шуак-М""","ул. Туймебаева, 68","87479290382, 87479290382",детский сад,Metod_aigul2017@mail.ru,43.27468,76.834344,yandex_dedup,,medium,,yes
"Детский сад ""Ақ-Патша""","ул. Мамбетова, 150","87762228651, 87718476393",детский сад,akpatsha787@mail.ru,43.2983848,76.8443798,nominatim_dedup,0.7428571428571429,low,,yes
"Детский сад ""Тұмар-А""","Квартал Жаңа құрылыс, 211","87474531190, 87273195278",детский сад,tumar_160418@mail.ru,43.264514,76.790379,,0.7428571428571429,low,,yes
"Детский сад ""Еламан 2020""","ул. Балпық би, 18/1","87071169540, 87273934397",дошкольный мини-центр,SHAKECOM@MAIL.RU,43.3289834,76.8983833,nominatim,,medium,,yes
Детский сад «Ертөстік»,"ул. Доспановой, 26","87071228781, 87071228781",детский сад,too-imran@mail.ru,43.2581641,76.8115714,nominatim_dedup,0.7692307692307693,low,,yes
"Детский сад ""Молдир Булак 2018""","ул. Наурызбаева, 33","87012251838, 87474161180",детский сад,bakit-12@mail.ru,43.2486304,76.8114096,nominatim,,medium,,yes
"Детский сад ""Венера""","ул. Сапиева, 6","87027308015, 87027308015",дошкольный мини-центр,beksultan_7@mail.ru,43.2835929,76.8336993,nominatim_dedup,0.8108108108108109,high,,yes
"Детский сад ""Раушан Аяла""","ул. Атырау, 4","87479582092, 87479582092",детский сад,adlet_raushan.love@mail.ru,43.3450672,76.8460863,nominatim,,medium,,yes
"Детский сад ""Нұр Бөбегі""","ул. Доспанова, 17","87088588968, 87088588968",детский сад,nurbobegi_dsad@mail.ru,43.303281,76.841748,,,low,,yes
"ТОО ""Жұлдызым"" детский сад ""Тарлан""","ул. Тастобе, 16","87017880503, 87017880503",детский сад,zh.shakirova@mail.ru,43.2378668,76.7893289,nominatim,,medium,,yes
"Детский сад ""АЙГОЛЕК""","ул. Балкудык, 6/1","87077573380, 87077573380",детский сад,venera1980@mail.ru,43.3044175,76.8694655,nominatim_dedup,0.7428571428571429,low,,yes
"Детский сад ""Еламан""","ул. Чуланова, 83","87473173651, 87770143340",дошкольный мини-центр,sadik.elaman@bk.ru,43.247685,76.781988,nominatim,,medium,,yes
"Детский сад ""Айша""","ул. Ақтілек, 8","87011414696, 87011414696",детский сад,uldar.edilova.60@mail.ru,43.245976,76.791287,yandex,0.8148148148148148,high,,yes
"Детский сад ""Жанерке"" (филиал)","ул. Аркалык, 19Б","87024294343, 87071011643",детский сад,lsalykzhan@mail.ru,43.3167088,76.8410611,,,low,clean_retry,yes
Детский сад «Азя»,"ул. Байтенева, 129","87019254958, 87272454594",детский сад,sadvakacova_@mail.ru,43.266416,76.837137,yandex,0.8461538461538461,high,,yes
Детский сад «Бакуня»,"ул. Центральная, 165","87027588825, 87027588825",детский сад,bakunya_sadik@mail.ru,43.3378432,76.9122604,nominatim_dedup,0.7647058823529411,low,,yes
"Детский сад ""Лаяна""","ул. Койтас, 17","87078787014, 87273850840",детский сад,layana_balabaksha@mail.ru,43.3377658,76.8975164,nominatim_dedup,0.7878787878787878,low,,yes
"Детский сад ""Оспан 05""","ул. Жапсарбаева, 45","87024469176, 87272454154",детский сад,baimuxanova1976@mail.ru,43.3184105,76.8954617,nominatim_dedup,0.7777777777777778,low,,yes
"Детский сад ""ОЦ ""Аяна""","ул. Талдыарал, 12а","87782682023, 87782682023",детский сад,oc_ayana@mail.ru,43.2474291,76.8286062,nominatim_dedup,0.7428571428571429,low,,yes
"Детский сад ""Нұр Болашақ""","ул. Онгарсыновой, 15","87021359825, 87075931808",детский сад,ashykbolashak@mail.ru,43.2620182,76.802621,nominatim_dedup,0.723404255319149,low,,yes
"Детский сад ""АҚҚУ""","ул. Черемушки 2, 15а","87078076605, 87272940104",детский сад,uchkach58@mail.ru,43.3482192,76.8646535,nominatim_dedup,0.8461538461538461,high,,yes
"Детский сад ""Амирхан-А""","ул. Федченко, 17","87754887997, 87273813415",детский сад,ms.ms.Laura@mail.ru,43.25423,76.8427015,nominatim_dedup,0.7567567567567568,low,,yes
"Детский сад ""Алуа Kids""","ул. Талдыарал, 12а","87077064687, 87077064687",детский сад,alua.kids@mail.ru,43.246853,76.8259337,nominatim,,medium,,yes
"Детский сад ""Еркемай""","ул. Доспанова, 22","87478260989, 87081735976",детский сад,meiramgul-86@mail.ru,43.247021,76.81556,yandex,0.8421052631578947,high,,yes
"Детский сад ""Болашақ и Со""","ул. Казтуган Жырау, 21","87478721494, 87478721494",детский сад,bolashak.too@gmail.com,43.248892,76.812416,yandex_dedup,,medium,,yes
"Детский сад ""Зерде""","ул. Тайконыр, 41","87076167995, 87076167995",детский сад,ali.gulshat@mail.ru,43.3002082,76.8907334,nominatim_dedup,0.8333333333333334,high,,yes
Детский сад «Baby Балдаурен»,"ул.Беделбай, 4","87479388198, 87479388198",детский сад,Babybaldauren@mail.ru,43.2441845,76.8245244,nominatim,,medium,,yes
Детский сад «Родничок»,"ул. Аптечная, 22","87753196247, 87272450379",,fatya_hishanlo@mail.ru,43.2732213,76.8819006,nominatim_dedup,0.7222222222222222,low,,yes
"Детский сад ""Айто-К""","ул. Балтабай, 74","87074949231, 87273818435",детский сад,erik77a@mail.ru,43.3056165,76.8779686,nominatim_dedup,0.7647058823529411,low,,yes
"Детский сад ""Мәржол""","ул. Арқалық, 68","87073320393, 87714631418",детский сад,bauray.sad@mail.ru,43.322593,76.841194,,0.7586206896551724,low,,yes
"Детский сад ""Ledi Di""","ул. Османова, 1Д","87025612756, 87025612756",детский сад,2563811@mail.ru,43.3448545,76.8394777,nominatim_dedup,0.7333333333333333,low,,yes
Детский сад «i.Сәби»,"ул. Бегазы, 1в","87028414506, 87028414506",детский сад,I.sabi@list.ru,43.2418632,76.804621,nominatim_dedup,0.8823529411764706,high,,yes
"Детский сад ""Күнбағыс""","ул. Магистральная, 17","87087697020, 87754180055",детский сад,kunbagis-k@mail.ru,43.2643161,76.8609206,nominatim_dedup,0.7222222222222222,low,,yes
"ТОО детский сад ""Бала-Дария""","ул. Онгарсынова, 184А","87013197081, 87013197081",детский сад,bala-dariya@mail.ru,43.2670497,76.8015524,nominatim,,medium,,yes
Детский сад «Акбопе»,"Мамытов көш., 94/13","87029742378, 87029742378",детский сад,sadik660101@gmail.com,43.271877,76.838206,yandex,0.8235294117647058,high,,yes
"Детский сад ""Жас сұңқар""","ул. Центральная, 1/23","87077040861, 87077040861",детский сад,lsalykzhan@mail.ru,43.1457077,76.9061114,nominatim_dedup,0.7222222222222222,low,,yes
"ТОО детский сад ""Төре - Зере""","ул. Текес, 79","87021021024, 87476578380",детский сад,tore.zere.84@bk.ru,43.285647,76.842626,yandex_dedup,,medium,,yes
"Детский сад ""Нур-Даурен""","ул. Отемисулы, 26","87014808084, 87272458740",детский сад,nur-dauren-sad@mail.ru,43.285911,76.864904,nominatim,,medium,,yes
"ТОО мини-центр ""АльДамиРам""","ул. Юсупа Цунвазо, 11","87078397376, 87272450671",детский сад,aldamiram@mail.ru,43.2821804,76.8839634,nominatim,,medium,,yes
"ТОО ""Микитоша""","ул. Азаттык, 11","87772688828, 87272459025",детский сад,Layilay.n@mail.ru,43.2727689,76.8491775,nominatim,,medium,,yes
"ТОО детский сад ""Akuna Matata""","ул. Аралкум, 6","87471808145, 87017799145",детский сад,akuna_sad@mail.ru,43.3293795,76.905781,nominatim,,medium,,yes
"детский сад ""Адина""","ул. Тауасарова, 68","87024469176, 87024469176",детский сад,baimuxanova1976@mail.ru,43.3214542,76.8952928,nominatim_dedup,0.8484848484848485,high,,yes
"ТОО детский сад ""Құралай Кидс""","ул. Доспанова, 20","87082353935, 87272212808",детский сад,quralai_kids@mail.ru,43.246837,76.815497,yandex,,low,,yes
"детский сад ""Балдаурен""","ул. Айналмалы, 138","87078529836, 87078529836",детский сад,baldauren_sadik@bk.ru,43.2401988,76.7810105,nominatim_dedup,0.75,low,,yes
"ТОО детский сад ""KINDERLY""","ул. Шубартал, 3","87781818105, 87781818105",детский сад,Sholpanjan.90@mail.ru,43.2620792,76.7997268,nominatim,,medium,,yes
"ТОО детский сад ""Тәтті балақай""","ул. Арқалық, 7","87056104488, 87056104488",детский сад,tattibalaqai@gmail.com,43.273224,76.819446,,,low,,yes
"ТОО детский сад ""АдиРай""","ул. Алпамыс, 125/1","87079305861, 87079305861",детский сад,bota_1516@mail.ru,43.297957,76.858356,yandex,0.7368421052631579,low,,yes
"ТОО детский сад ""Медина-2""","ул. Керуен, 33","87773088885, 87773088885",детский сад,medina2-balabakwwasy21@mail.ru,43.2466884,76.7946173,nominatim,,medium,,yes
"ТОО ""Детский сад Бекося""","ул. Курти, 18","87076167995, 87076167995",детский сад,bekasyl.detsadik@mail.ru,43.34992,76.818084,yandex,0.7317073170731707,low,,yes
"ТОО детский сад ""Шаңырақ-2 Балабақша""","ул. Рахимова, 67","87759837600, 87759837600",детский сад,ainura_nur84@mail.ru,43.3023516,76.8563068,nominatim,,medium,,yes
"ТОО детский сад ""ALDAR GROUP""","ул. Туймебаева, 67","87478640569, 87471586809",детский сад,erlan_91mgm@mail.ru,43.2739265,76.8349249,nominatim,,medium,,yes
"ТОО детский сад ""Кең әлем""","ул. Акшагыл, 2/1","87024514067, 87024514067",детский сад,makpalsapieva@gmail.com,43.3158198,76.844785,,,low,clean_retry,yes
"ТОО детский сад ""Nursila kids""","ул. Балкарагай, 3","87083935625, 87077064687",детский сад,nursila.kids@mail.ru,43.2583076,76.7930702,nominatim,,medium,,yes
"ТОО детский сад ""Хан-9""","ул. Аркалык, 25/1","87027308024, 87027308024",детский сад,Beksultan-7_2017@mail.ru,43.317743,76.840829,yandex,0.7368421052631579,low,,yes
"ТОО детский сад ""Ақтілек_С""","ул. Бертайкызы, 44","87071137066, 87071137066",детский сад,Julds@mail.ru,43.2962479,76.8801306,nominatim,,medium,,yes
"ТОО детский сад ""Шахназар Н""","ул. Жанаарка, 25","87024023228, 87272684733",детский сад,shah.sadik@bk.ru,43.2709355,76.8685355,nominatim,,medium,,yes
"ТОО детский сад ""ZAM-ZAM.KZ""","ул. Шектибай, 613","87478018858, 87478018858",детский сад,zam-zam.kz@bk.ru,43.2370868,76.7854301,nominatim,,medium,,yes
"ТОО детский сад ""Aibala-2020""","ул. Аркалык, 76","87476668387, 87476668387",детский сад,biglsinkelisken@gmail.com,43.3174147,76.8418683,,,low,clean_retry,yes
"детский сад ""Sabi English""","ул. Байтерекова, 29","87077772208, 87077971040",детский сад,dostyk-atp@mail.ru,43.2583086,76.8221269,nominatim,,medium,,yes
"ТОО детский сад ""Інжу BABY LAND""","ул. Жанкожа батыр, 156","87079858487, 87079858487",детский сад,kunsh19@mail.ru,43.266953,76.819446,,,low,,yes
"ТОО мини-центр ""УОЦ ""Медина""","ул. Айналмалы, 141","87773088885, 87773088885",детский сад,medina_kaz@mail.ru,43.2404795,76.7808307,nominatim,,medium,,yes
"ТОО ""Буген""","ул. Новостройка, 4","87476169943, 87476169943",детский сад,Bugen_Kaz@mail.ru,43.3113224,76.890285,,,low,clean_retry,yes
"ТОО мини-центр ""Еркеназ 1""","ул. Казмис 1, 132","87475913485, 87475913485",детский сад,aselhan2019@mail.ru,43.2419335,76.7870421,nominatim,,medium,,yes
"Детский сад ""BoBo""""","ул. Акшагыл, 28/3","87018273333, 87018273333",детский сад,saulebai1010@gmail.com,43.321042,76.844234,yandex,0.8148148148148148,high,,yes
"детский сад ""AIZARA""","ул. Байдібек би, 134","87473293265, 87016377292",детский сад,nkaynbaeva@mail.ru,43.307346,76.882466,yandex,0.7586206896551724,low,,yes
"""Aykorkem"" балабақшасы","ул. Серикбаева, 32","87014044424, 87273701254",детский сад,Gul-jan85@mail.ru,43.2516314,76.7955169,nominatim,,medium,,yes
"ТОО мини-центр ""Балабақша Нұрислам""","ул. Жангельдина, 15","87476329935, 87476329935",детский сад,N_kamilla_@mail.ru,43.2669947,76.957918,nominatim,,medium,,yes
"ТОО детский сад ""Ханшайым и Б""","ул. Құрсары, 28","87027619461, 87273196231",детский сад,bulgyn.azerbayeva@bk.ru,43.238375,76.797636,,,low,,yes
"ТОО ""BAL-bala 1 балабақшасы""","ул. Туймебаева, 39","87024254079, 87024254079",детский сад,ainurlesovna@mail.ru,43.277332,76.835332,yandex_dedup,,medium,,yes
ТОО «Центр детского развития «Алгабас-2»,"Улица Фаризы Онгарсыновой, 148/2","87084928280, 87017839592",детский сад,gulnaz020202@mail.ru,43.2538622,76.8016964,nominatim,,medium,,yes
"ТОО ""Балабакша ""Болашақ""","ул. Асанова, 77","87014191891, 87014191891",детский сад,balabaksha_bolashak@mail.ru,43.336902,76.844629,,,low,clean_retry,yes
"ТОО ""Ясли сад ""Бекасыл""","ул. Агайынды Кожыковтар, 35а","87072100861, 87009976099",ясли-сад,bekasyl300919@mail.ru,43.3182231,76.8936807,nominatim,,medium,,yes
"Детский Сад ""Baby boom""","ул. Макатаева, 14/2","87471141473, 87471141473",детский сад,M.Omirbaeva87@mail.ru,43.2619017,76.9157034,nominatim,,medium,,yes
"ТОО ""Ай-Азель"" детский сад ""Ali-Bi""","ул. Омирзакова, 91","87475000622, 87475000622",детский сад,ai-azel@mail.ru,43.3095633,76.8786186,nominatim,,medium,,yes
"ТОО детский сад ""Arsen-Ai""","ул. Жаухар, 5/1","87754499801, 87273079212",детский сад,bagdatov95@bk.ru,43.260935,76.800027,,,low,,yes
ТОО «Кенжегали и Т»,"ул. Торебек Османова, 5А","87018260760, 87018260760",детский сад,kenzhegali.i.k@mail.ru,43.308043,76.857522,,,low,,yes
"детский сад ""Азима"" (филиал)","ул. Еспаева, 74","87088588968, 87758978939",детский сад,nurbobegi_dsad@mail.ru,43.2537116,76.8285224,nominatim,,medium,,yes
